var,len,start,description
N58_2,1,245,"Visita durante los últimos 12 meses a: Psicólogo, psicoterapeuta o psiquiatra"
N58_3,1,246,"Visita durante los últimos 12 meses a: Enfermero/a, matrona"
N59,1,247,"Realización de análisis en los últimos 12 meses"
N60_1,1,248,"Pruebas durante los últimos 12 meses: Radiografía"
N60_2,1,249,"Pruebas durante los últimos 12 meses: TAC o escáner"
N60_3,1,250,"Pruebas durante los últimos 12 meses: Ecografía"
N60_4,1,251,"Pruebas durante los últimos 12 meses: Resonancia magnética"
N60a_1,1,252,"Visitas durante los últimos 12 meses: Homeópata"
N60a_2,1,253,"Visitas durante los últimos 12 meses: Acupuntor"
N60a_3,1,254,"Visitas durante los últimos 12 meses: Naturista"
N60a_4,1,255,"Visitas durante los últimos 12 meses: Otro profesional de medicina alternativa (osteópata, quiropráctico...)"
N61_1,1,256,"Servicios asistenciales en los últimos 12 meses: Atención domiciliaria prestada por enfermero/a o matrona"
N61_2,1,257,"Servicios asistenciales en los últimos 12 meses: Ayuda domiciliaria para las tareas domésticas o para las personas mayores"
N61_3,1,258,"Servicios asistenciales en los últimos 12 meses: Comidas a domicilio para personas mayores"
N61_4,1,259,"Servicios asistenciales en los últimos 12 meses: Servicios especiales de transporte a domicilio"
N61_5,1,260,"Servicios asistenciales en los últimos 12 meses: Otros servicios de asistencia domiciliaria"
N62,1,261,"Tiempo desde la última consulta al dentista, estomatólogo o higienista dental"
N62b,2,262,"Nº de veces que visitó al dentista, estomatólogo o higienista dental en los últimos 3 meses"
N63_1,1,264,"Tipo de asistencia: Revisión o chequeo"
N63_2,1,265,"Tipo de asistencia: Limpieza de boca"
N63_3,1,266,"Tipo de asistencia: Empastes (obturaciones), endodoncias "
N63_4,1,267,"Tipo de asistencia: Extracción de algún diente/muela"
N63_5,1,268,"Tipo de asistencia: Fundas, puentes u otro tipo de prótesis"
N63_6,1,269,"Tipo de asistencia: Tratamiento de las enfermedades de las encías"
N63_7,1,270,"Tipo de asistencia: Ortodoncia"
N63_8,1,271,"Tipo de asistencia: Aplicación de flúor"
N63_9,1,272,"Tipo de asistencia: Implantes"
N63_10,1,273,"Tipo de asistencia: Otro tipo"
N64,1,274,"Dependencia funcional del dentista consultado en la última visita"
N65_1,1,275,"Estado de dientes y muelas: Tiene caries"
N65_2,1,276,"Estado de dientes y muelas: Le han extraído dientes/muelas"
N65_3,1,277,"Estado de dientes y muelas: Tiene dientes/muelas empastados (obturados)"
N65_4,1,278,"Estado de dientes y muelas: Le sangran las encías al cepillarse o espontáneamente"
N65_5,1,279,"Estado de dientes y muelas: Se le mueven los dientes/muelas"
N65_6,1,280,"Estado de dientes y muelas: Lleva fundas (coronas), puentes, otras prótesis o dentadura postiza"
N65_7,1,281,"Estado de dientes y muelas: Le faltan dientes/muelas que no han sido sustituidos por prótesis"
N65_8,1,282,"Estado de dientes y muelas: Tiene o conserva todos sus dientes/muelas naturales"
O66,1,283,"Ingreso en hospital en los últimos 12 meses, excluyendo parto o cesárea "
O67,2,284,"Número de veces ingresado en un hospital en los últimos 12 meses, excluyendo parto o cesárea "
O69,1,286,"Ingreso en hospital en los últimos 12 meses debido a parto o cesárea"
O70,3,287,"Número de días ingresado en el hospital la última vez"
O71,1,290,"Motivo del último ingreso en el hospital"
O72,1,291,"¿Estuvo en lista de espera para el último ingreso?"
O73,2,292,"Número de meses en lista de espera"
O74,1,294,"¿A cargo de quién corrieron los gastos de hospitalización?"
O75,1,295,"Ingreso en hospital de día en los últimos 12 meses"
O76,3,296,"Número de ingresos en un hospital de día en los últimos 12 meses"
O77,1,299,"Motivo del último ingreso en un hospital de día"
O78,1,300,"Utilización del servicio de urgencias en los últimos 12 meses"
O79,3,301,"Número de veces que utilizó el servicio de urgencias en los últimos 12 meses"
O80_1,1,304,"Lugar de atención del último servicio de urgencias: Lugar donde se encontraba"
O80_2,1,305,"Lugar de atención del último servicio de urgencias: Unidad móvil"
O80_3,1,306,"Lugar de atención del último servicio de urgencias: Centro o servicio de urgencias"
O81_1,2,307,"Tiempo desde que se sintió enfermo hasta que pidió asistencia urgente (último servicio de urgencias utilizado): Días"
O81_2,2,309,"Tiempo desde que se sintió enfermo hasta que pidió asistencia urgente (último servicio de urgencias utilizado): Horas"
O81_3,2,311,"Tiempo desde que se sintió enfermo hasta que pidió asistencia urgente (último servicio de urgencias utilizado): Minutos"
O82_1,2,313,"Tiempo desde que pidió asistencia urgente hasta que fue atendido (último servicio de urgencias utilizado): Horas"
O82_2,2,315,"Tiempo desde que pidió asistencia urgente hasta que fue atendido (último servicio de urgencias utilizado): Minutos"
O83,1,317,"Tipo de servicio de urgencias utilizado la última vez"
O84_1,1,318,"Modalidad de seguro sanitario: Sanidad Pública (Seguridad Social)"
O84_2,1,319,"Modalidad de seguro sanitario: Mutualidades del Estado (MUFACE, ISFAS, MUGEJU) acogidas a la Seguridad Social"
O84_3,1,320,"Modalidad de seguro sanitario: Mutualidades del Estado (MUFACE, ISFAS, MUGEJU) acogidas a un seguro privado"
O84_4,1,321,"Modalidad de seguro sanitario: Seguro médico privado, concertado individualmente (sociedades médicas, Colegios Profesionales...)"
O84_5,1,322,"Modalidad de seguro sanitario: Seguro médico concertado por la empresa"
O84_6,1,323,"Modalidad de seguro sanitario: No tiene seguro médico"
O84_7,1,324,"Modalidad de seguro sanitario: Otras situaciones"
O84_8,1,325,"Modalidad de seguro sanitario: No sabe"
O84_9,1,326,"Modalidad de seguro sanitario: No contesta"
P85,1,327,"Consumo de medicamentos recetados por un médico durante las dos últimas semanas"
P86,1,328,"Consumo de medicamentos no recetados por un médico durante las dos últimas semanas"
P87_1a,1,329,"Medicinas para el catarro, gripe, garganta, bronquios consumidas"
P87_1b,1,330,"Medicinas para el catarro, gripe, garganta, bronquios recetadas"
P87_2a,1,331,"Medicinas para el dolor consumidas                        "
P87_2b,1,332,"Medicinas para el dolor recetadas                        "
P87_3a,1,333,"Medicinas para bajar la fiebre consumidas            "
P87_3b,1,334,"Medicinas para bajar la fiebre recetadas              "
P87_4a,1,335,"Reconstituyentes como vitaminas, minerales, tónicos consumidos"
P87_4b,1,336,"Reconstituyentes como vitaminas, minerales, tónicos recetados"
P87_5a,1,337,"Laxantes consumidos"
P87_5b,1,338,"Laxantes recetados"
P87_6a,1,339,"Antibióticos consumidos"
P87_6b,1,340,"Antibióticos recetados"
P87_7a,1,341,"Tranquilizantes, relajantes, pastillas para dormir consumidos"
P87_7b,1,342,"Tranquilizantes, relajantes, pastillas para dormir recetados"
P87_8a,1,343,"Medicamentos para la alergia consumidos"
P87_8b,1,344,"Medicamentos para la alergia recetados"
P87_9a,1,345,"Medicamentos para la diarrea consumidos"
P87_9b,1,346,"Medicamentos para la diarrea recetados"
P87_10a,1,347,"Medicinas para el reuma consumidas"
P87_10b,1,348,"Medicinas para el reuma recetadas"
P87_11a,1,349,"Medicinas para el corazón consumidas"
P87_11b,1,350,"Medicinas para el corazón recetadas"
P87_12a,1,351,"Medicinas para la tensión arterial consumidas"
P87_12b,1,352,"Medicinas para la tensión arterial recetadas"
P87_13a,1,353,"Medicinas para el estómago y/o las alteraciones digestivas consumidas"
P87_13b,1,354,"Medicinas para el estómago y/o las alteraciones digestivas recetadas"
P87_14a,1,355,"Antidepresivos, estimulantes consumidos"
P87_14b,1,356,"Antidepresivos, estimulantes recetados"
P87_15a,1,357,"Píldoras para no quedar embarazada consumidas"
P87_15b,1,358,"Píldoras para no quedar embarazada recetadas"
P87_16a,1,359,"Hormonas para la menopausia consumidas"
P87_16b,1,360,"Hormonas para la menopausia recetadas  "
P87_17a,1,361,"Medicamentos para adelgazar consumidos"
P87_17b,1,362,"Medicamentos para adelgazar recetados"
P87_18a,1,363,"Medicamentos para bajar el colesterol consumidos"
P87_18b,1,364,"Medicamentos para bajar el colesterol recetados"
P87_19a,1,365,"Medicamentos para la diabetes consumidos"
P87_19b,1,366,"Medicamentos para la diabetes recetados"
P87_20a,1,367,"Medicamentos para el tiroides consumidos"
P87_20b,1,368,"Medicamentos para el tiroides recetados"
P87_21a,1,369,"Productos homeopáticos consumidos"
P87_21b,1,370,"Productos homeopáticos recetados"
P87_22a,1,371,"Productos naturistas consumidos"
P87_22b,1,372,"Productos naturistas recetados"
P87_23a,1,373,"Otros medicamentos consumidos"
P87_23b,1,374,"Otros medicamentos recetados"
Q88,1,375,"Vacunación de la gripe en la última campaña"
Q89,1,376,"Toma de tensión arterial alguna vez por un profesional sanitario"
Q90,1,377,"Tiempo que hace de la última toma de tensión arterial"
Q91,1,378,"Medición del nivel de colesterol en sangre"
Q92,1,379,"Tiempo que hace de la última medición de colesterol"
Q93,1,380,"Medición del nivel de azúcar en sangre por un profesional sanitario"
Q94,1,381,"Tiempo que hace de la última medición de azúcar en sangre"
Q95,1,382,"¿Alguna vez le han hecho una prueba de sangre oculta en heces?"
Q96,1,383,"Tiempo que hace de la última prueba de sangre oculta en heces"
Q97,1,384,"Principal razón de la última prueba de sangre oculta en heces"
Q98,1,385,"¿Le han realizado alguna vez una colonoscopia?"
Q99,1,386,"Tiempo que hace de la última colonoscopia"
Q100,1,387,"¿Alguna vez le han hecho una mamografía?"
Q101,1,388,"Tiempo que hace de la última mamografía"
Q102,1,389,"Principal razón de la última mamografía"
Q103,1,390,"¿Alguna vez le han hecho una citología vaginal?"
Q104,1,391,"Tiempo que hace de la última citología"
Q105,1,392,"Principal razón de la última citología"
R106,1,393,"Falta de asistencia médica debido a listas de espera en los últimos 12 meses"
R107,1,394,"Falta de asistencia médica debido a problemas de transporte en los últimos 12 meses"
R108_1,1,395,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Atención médica"
R108_2,1,396,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Atención dental"
R108_3,1,397,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Algún medicamento que le habían recetado"
R108_4,1,398,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Atención de salud mental"
S109,3,399,"Altura en cm"
S110,3,402,"Peso en kg"
T111,1,405,"Tipo de actividad física que realiza en la actividad principal"
T112,1,406,"Frecuencia con la que realiza alguna actividad física en su tiempo libre"
T113,1,407,"Últimos 7 días: Nº de días de actividades físicas intensas"
T114_1,2,408,"Tiempo al día dedicado a actividades físicas intensas: Horas por día"
T114_2,2,410,"Tiempo al día dedicado a actividades físicas intensas: Minutos por día"
T115,1,412,"Últimos 7 días: Nº de días de actividades físicas moderadas"
T116_1,2,413,"Tiempo al día dedicado a actividades físicas moderadas: Horas por día"
T116_2,2,415,"Tiempo al día dedicado a actividades físicas moderadas: Minutos por día"
T117,1,417,"Últimos 7 días: Tiempo dedicado a caminar (por lo menos durante 10min seguidos)"
T118_1,2,418,"Últimos 7 días: Tiempo dedicado a caminar en un día normal (Horas por día)"
T118_2,2,420,"Últimos 7 días: Tiempo dedicado a caminar en un día normal (Minutos por día)"
T119_1,2,422,"Últimos 7 días: Tiempo sentado en un día normal (Horas por día)"
T119_2,2,424,"Últimos 7 días: Tiempo sentado en un día normal (Minutos por día)"
U120_1,1,426,"Frecuencia de consumo de fruta fresca (excluyendo zumos)"
U120_1a,2,427,"Consumo de fruta fresca (excluyendo zumos): Cantidad"
U120_2,1,429,"Frecuencia de consumo de carne (pollo, ternera, cerdo, cordero, etc.)"
U120_3,1,430,"Frecuencia de consumo de huevos "
U120_4,1,431,"Frecuencia de consumo de pescado"
U120_5,1,432,"Frecuencia de consumo de pasta, arroz, patatas"
U120_6,1,433,"Frecuencia de consumo de pan, cereales  "
U120_7,1,434,"Frecuencia de consumo de verduras, ensaladas y hortalizas"
U120_7a,2,435,"Consumo de verduras, ensaladas y hortalizas: Cantidad"
U120_8,1,437,"Frecuencia de consumo de legumbres"
U120_9,1,438,"Frecuencia de consumo de embutidos y fiambres"
U120_10,1,439,"Frecuencia de consumo de productos lácteos (leche, queso, yogur)"
U120_11,1,440,"Frecuencia de consumo de dulces (galletas, bollería, mermeladas, etc.)"
U120_12,1,441,"Frecuencia de consumo de refrescos con azúcar "
U120_13,1,442,"Frecuencia de consumo de comida rápida (pollo frito, bocadillos, pizzas, hamburguesas)"
U120_14,1,443,"Frecuencia de consumo de aperitivos o comidas saladas de picar (patatas fritas, ganchitos, galletitas saladas)"
U120_15,1,444,"Frecuencia de consumo de zumo natural de frutas o verduras"
