var,len,start,description
N63_1,1,247,"Tipo de asistencia: Revisión o chequeo"
N63_2,1,248,"Tipo de asistencia: Limpieza de boca"
N63_3,1,249,"Tipo de asistencia: Empastes (obturaciones), endodoncias "
N63_4,1,250,"Tipo de asistencia: Extracción de algún diente/muela"
N63_5,1,251,"Tipo de asistencia: Fundas, puentes u otro tipo de prótesis"
N63_6,1,252,"Tipo de asistencia: Tratamiento de las enfermedades de las encías"
N63_7,1,253,"Tipo de asistencia: Ortodoncia"
N63_8,1,254,"Tipo de asistencia: Aplicación de flúor"
N63_9,1,255,"Tipo de asistencia: Implantes"
N63_10,1,256,"Tipo de asistencia: Otro tipo"
N64,1,257,"Dependencia funcional del dentista consultado en la última visita"
N65_1,1,258,"Estado de dientes y muelas: Tiene caries"
N65_2,1,259,"Estado de dientes y muelas: Le han extraído dientes/muelas"
N65_3,1,260,"Estado de dientes y muelas: Tiene dientes/muelas empastados (obturados)"
N65_4,1,261,"Estado de dientes y muelas: Le sangran las encías al cepillarse o espontáneamente"
N65_5,1,262,"Estado de dientes y muelas: Se le mueven los dientes/muelas"
N65_6,1,263,"Estado de dientes y muelas: Lleva fundas (coronas), puentes, otras prótesis o dentadura postiza"
N65_7,1,264,"Estado de dientes y muelas: Le faltan dientes/muelas que no han sido sustituidos por prótesis"
N65_8,1,265,"Estado de dientes y muelas: Tiene o conserva todos sus dientes/muelas naturales"
O66,1,266,"Ingreso en hospital en los últimos 12 meses, excluyendo parto o cesárea (doble enunciado)"
O67,2,267,"Número de veces ingresado en un hospital en los últimos 12 meses, excluyendo parto o cesárea (doble enunciado)"
O68,3,269,"Número total de noches ingresado en un hospital en los últimos 12 meses, excluyendo parto o cesárea"
O69,1,272,"Ingreso en hospital en los últimos 12 meses debido a parto o cesárea"
O70,3,273,"Número de días ingresado en el hospital la última vez"
O71,1,276,"Motivo del último ingreso en el hospital"
O72,1,277,"¿Estuvo en lista de espera para el último ingreso?"
O73,2,278,"Número de meses en lista de espera"
O74,1,280,"¿A cargo de quién corrieron los gastos de hospitalización?"
O75,1,281,"Ingreso en hospital de día en los últimos 12 meses"
O76,3,282,"Número de ingresos en un hospital de día en los últimos 12 meses"
O77,1,285,"Motivo del último ingreso en un hospital de día"
O78,1,286,"Utilización del servicio de urgencias en los últimos 12 meses"
O79,3,287,"Número de veces que utilizó el servicio de urgencias en los últimos 12 meses"
O80_1,1,290,"Lugar de atención del último servicio de urgencias: Lugar donde se encontraba"
O80_2,1,291,"Lugar de atención del último servicio de urgencias: Unidad móvil"
O80_3,1,292,"Lugar de atención del último servicio de urgencias: Centro o servicio de urgencias"
O81_1,2,293,"Tiempo desde que se sintió enfermo hasta que pidió asistencia urgente (último servicio de urgencias utilizado): Días"
O81_2,2,295,"Tiempo desde que se sintió enfermo hasta que pidió asistencia urgente (último servicio de urgencias utilizado): Horas"
O81_3,2,297,"Tiempo desde que se sintió enfermo hasta que pidió asistencia urgente (último servicio de urgencias utilizado): Minutos"
O82_1,2,299,"Tiempo desde que pidió asistencia urgente hasta que fue atendido (último servicio de urgencias utilizado): Horas"
O82_2,2,301,"Tiempo desde que pidió asistencia urgente hasta que fue atendido (último servicio de urgencias utilizado): Minutos"
O83,1,303,"Tipo de servicio de urgencias utilizado la última vez"
O84_1,1,304,"Modalidad de seguro sanitario: Sanidad Pública (Seguridad Social)"
O84_2,1,305,"Modalidad de seguro sanitario: Mutualidades del Estado (MUFACE, ISFAS, MUGEJU) acogidas a la Seguridad Social"
O84_3,1,306,"Modalidad de seguro sanitario: Mutualidades del Estado (MUFACE, ISFAS, MUGEJU) acogidas a un seguro privado"
O84_4,1,307,"Modalidad de seguro sanitario: Seguro médico privado, concertado individualmente (sociedades médicas, Colegios Profesionales...)"
O84_5,1,308,"Modalidad de seguro sanitario: Seguro médico concertado por la empresa"
O84_6,1,309,"Modalidad de seguro sanitario: No tiene seguro médico"
O84_7,1,310,"Modalidad de seguro sanitario: Otras situaciones"
O84_8,1,311,"Modalidad de seguro sanitario: No sabe"
O84_9,1,312,"Modalidad de seguro sanitario: No contesta"
P85,1,313,"Consumo de medicamentos recetados por un médico durante las dos últimas semanas"
P86,1,314,"Consumo de medicamentos no recetados por un médico durante las dos últimas semanas"
P87_1a,1,315,"Medicinas para el catarro, gripe, garganta, bronquios consumidas"
P87_1b,1,316,"Medicinas para el catarro, gripe, garganta, bronquios recetadas"
P87_2a,1,317,"Medicinas para el dolor consumidas                        "
P87_2b,1,318,"Medicinas para el dolor recetadas                        "
P87_3a,1,319,"Medicinas para bajar la fiebre consumidas            "
P87_3b,1,320,"Medicinas para bajar la fiebre recetadas              "
P87_4a,1,321,"Reconstituyentes como vitaminas, minerales, tónicos consumidos"
P87_4b,1,322,"Reconstituyentes como vitaminas, minerales, tónicos recetados"
P87_5a,1,323,"Laxantes consumidos"
P87_5b,1,324,"Laxantes recetados"
P87_6a,1,325,"Antibióticos consumidos"
P87_6b,1,326,"Antibióticos recetados"
P87_7a,1,327,"Tranquilizantes, relajantes, pastillas para dormir consumidos"
P87_7b,1,328,"Tranquilizantes, relajantes, pastillas para dormir recetados"
P87_8a,1,329,"Medicamentos para la alergia consumidos"
P87_8b,1,330,"Medicamentos para la alergia recetados"
P87_9a,1,331,"Medicamentos para la diarrea consumidos"
P87_9b,1,332,"Medicamentos para la diarrea recetados"
P87_10a,1,333,"Medicinas para el reuma consumidas"
P87_10b,1,334,"Medicinas para el reuma recetadas"
P87_11a,1,335,"Medicinas para el corazón consumidas"
P87_11b,1,336,"Medicinas para el corazón recetadas"
P87_12a,1,337,"Medicinas para la tensión arterial consumidas"
P87_12b,1,338,"Medicinas para la tensión arterial recetadas"
P87_13a,1,339,"Medicinas para el estómago y/o las alteraciones digestivas consumidas"
P87_13b,1,340,"Medicinas para el estómago y/o las alteraciones digestivas recetadas"
P87_14a,1,341,"Antidepresivos, estimulantes consumidos"
P87_14b,1,342,"Antidepresivos, estimulantes recetados"
P87_15a,1,343,"Píldoras para no quedar embarazada consumidas"
P87_15b,1,344,"Píldoras para no quedar embarazada recetadas"
P87_16a,1,345,"Hormonas para la menopausia consumidas"
P87_16b,1,346,"Hormonas para la menopausia recetadas  "
P87_17a,1,347,"Medicamentos para adelgazar consumidos"
P87_17b,1,348,"Medicamentos para adelgazar recetados"
P87_18a,1,349,"Medicamentos para bajar el colesterol consumidos"
P87_18b,1,350,"Medicamentos para bajar el colesterol recetados"
P87_19a,1,351,"Medicamentos para la diabetes consumidos"
P87_19b,1,352,"Medicamentos para la diabetes recetados"
P87_20a,1,353,"Medicamentos para el tiroides consumidos"
P87_20b,1,354,"Medicamentos para el tiroides recetados"
P87_21a,1,355,"Productos homeopáticos consumidos"
P87_21b,1,356,"Productos homeopáticos recetados"
P87_22a,1,357,"Productos naturistas consumidos"
P87_22b,1,358,"Productos naturistas recetados"
P87_23a,1,359,"Otros medicamentos consumidos"
P87_23b,1,360,"Otros medicamentos recetados"
Q88,1,361,"Vacunación de la gripe en la última campaña"
Q89,1,362,"Toma de tensión arterial alguna vez por un profesional sanitario"
Q90,1,363,"Tiempo que hace de la última toma de tensión arterial"
Q91,1,364,"Medición del nivel de colesterol en sangre"
Q92,1,365,"Tiempo que hace de la última medición de colesterol"
Q93,1,366,"Medición del nivel de azúcar en sangre por un profesional sanitario"
Q94,1,367,"Tiempo que hace de la última medición de azúcar en sangre"
Q95,1,368,"¿Alguna vez le han hecho una prueba de sangre oculta en heces?"
Q96,1,369,"Tiempo que hace de la última prueba de sangre oculta en heces"
Q97,1,370,"Principal razón de la última prueba de sangre oculta en heces"
Q98,1,371,"¿Le han realizado alguna vez una colonoscopia?"
Q99,1,372,"Tiempo que hace de la última colonoscopia"
Q100,1,373,"¿Alguna vez le han hecho una mamografía?"
Q101,1,374,"Tiempo que hace de la última mamografía"
Q102,1,375,"Principal razón de la última mamografía"
Q103,1,376,"¿Alguna vez le han hecho una citología vaginal?"
Q104,1,377,"Tiempo que hace de la última citología"
Q105,1,378,"Principal razón de la última citología"
R106,1,379,"Falta de asistencia médica debido a listas de espera en los últimos 12 meses"
R107,1,380,"Falta de asistencia médica debido a problemas de transporte en los últimos 12 meses"
R108_1,1,381,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Atención médica"
R108_2,1,382,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Atención dental"
R108_3,1,383,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Algún medicamento que le habían recetado"
R108_4,1,384,"Falta de atención sanitaria debido a problemas económicos en los últimos 12 meses: Atención de salud mental"
S109,3,385,"Altura en cm"
S110,3,388,"Peso en kg"
T111,1,391,"Tipo de actividad física que realiza en la actividad principal"
T112,1,392,"Frecuencia con la que realiza alguna actividad física en su tiempo libre"
T113,1,393,"Forma de llegar a los sitios: Número de días en que camina al menos 10 minutos seguidos"
T114,1,394,"Forma de llegar a los sitios: Tiempo dedicado a caminar para desplazarse en un día habitual"
T115,1,395,"Forma de llegar a los sitios: Número de días en que utiliza la bicicleta al menos 10 minutos seguidos"
T116,1,396,"Forma de llegar a los sitios: Tiempo empleado en la bicicleta para desplazarse en un día habitual"
T117,1,397,"Ejercicio físico en tiempo de ocio: Número de días en que practica deporte al menos 10 minutos seguidos"
T118_1,2,398,"Ejercicio físico en tiempo de ocio: Tiempo (en horas) dedicado a hacer deporte en una semana habitual"
T118_2,2,400,"Ejercicio físico en tiempo de ocio: Tiempo (en minutos) dedicado a hacer deporte en una semana habitual"
T119,1,402,"Ejercicio físico en tiempo de ocio: Número de días en que realiza actividades destinadas a fortalecer los músculos"
U120_1,1,403,"Frecuencia de consumo de fruta fresca (excluyendo zumos)"
U120_1a,2,404,"Consumo de fruta fresca (excluyendo zumos): Cantidad"
U120_2,1,406,"Frecuencia de consumo de carne (pollo, ternera, cerdo, cordero, etc.)"
U120_3,1,407,"Frecuencia de consumo de huevos "
U120_4,1,408,"Frecuencia de consumo de pescado"
U120_5,1,409,"Frecuencia de consumo de pasta, arroz, patatas"
U120_6,1,410,"Frecuencia de consumo de pan, cereales  "
U120_7,1,411,"Frecuencia de consumo de verduras, ensaladas y hortalizas"
U120_7a,2,412,"Consumo de verduras, ensaladas y hortalizas: Cantidad"
U120_8,1,414,"Frecuencia de consumo de legumbres"
U120_9,1,415,"Frecuencia de consumo de embutidos y fiambres"
U120_10,1,416,"Frecuencia de consumo de productos lácteos (leche, queso, yogur)"
U120_11,1,417,"Frecuencia de consumo de dulces (galletas, bollería, mermeladas, etc.)"
U120_12,1,418,"Frecuencia de consumo de refrescos con azúcar "
U120_13,1,419,"Frecuencia de consumo de comida rápida (pollo frito, bocadillos, pizzas, hamburguesas)"
U120_14,1,420,"Frecuencia de consumo de aperitivos o comidas saladas de picar (patatas fritas, ganchitos, galletitas saladas)"
U120_15,1,421,"Frecuencia de consumo de zumo natural de frutas o verduras"
U120_15a,2,422,"Consumo de zumo natural de frutas o verduras: Cantidad"
U120FZ,1,424,"Frecuencia diaria de consumo de fruta fresca o zumos naturales"
U120CANTFZ,2,425,"Consumo de fruta fresca o zumo natural de frutas o verduras: Cantidad"
V121,1,427,"¿Fuma actualmente?"
V122,1,428,"Tipo de tabaco que fuma con mayor frecuencia"
V123,2,429,"Fumadores a diario: Número de cigarrillos que fuma al día"
V124,2,431,"Fumadores a diario: Edad en que comenzó a fumar"
V125,1,433,"Fumadores a diario: Intentos de dejar de fumar en los últimos 12 meses"
V126,1,434,"Frecuencia de exposición a ambientes de humo en lugares cerrados"
W127,2,435,"Frecuencia de consumo de alcohol en los últimos 12 meses"
W128Cer,1,437,"Consumo de cerveza con alcohol"
W128Cer_1,2,438,"Consumo de cerveza con alcohol: Lunes"
W128Cer_2,2,440,"Consumo de cerveza con alcohol: Martes"
W128Cer_3,2,442,"Consumo de cerveza con alcohol: Miércoles"
W128Cer_4,2,444,"Consumo de cerveza con alcohol: Jueves"
W128Cer_5,2,446,"Consumo de cerveza con alcohol: Viernes"
W128Cer_6,2,448,"Consumo de cerveza con alcohol: Sábado "
W128Cer_7,2,450,"Consumo de cerveza con alcohol: Domingo"
W128Vin,1,452,"Consumo de vinos, cava"
W128Vin_1,2,453,"Consumo de vinos, cava: Lunes"
W128Vin_2,2,455,"Consumo de vinos, cava: Martes"
W128Vin_3,2,457,"Consumo de vinos, cava: Miércoles"
