var,len,start,description
W128Cer_4,2,436,"Consumo de cerveza con alcohol: Jueves (00 a 50)"
W128Cer_5,2,438,"Consumo de cerveza con alcohol: Viernes (00 a 50)"
W128Cer_6,2,440,"Consumo de cerveza con alcohol: Sábado (00 a 50)"
W128Cer_7,2,442,"Consumo de cerveza con alcohol: Domingo (00 a 50)"
W128Vin,1,444,"Consumo de vinos, cava"
W128Vin_1,2,445,"Consumo de vinos, cava: Lunes (00 a 50)"
W128Vin_2,2,447,"Consumo de vinos, cava: Martes (00 a 50)"
W128Vin_3,2,449,"Consumo de vinos, cava: Miércoles (00 a 50)"
W128Vin_4,2,451,"Consumo de vinos, cava: Jueves (00 a 50)"
W128Vin_5,2,453,"Consumo de vinos, cava: Viernes (00 a 50)"
W128Vin_6,2,455,"Consumo de vinos, cava: Sábado (00 a 50)"
W128Vin_7,2,457,"Consumo de vinos, cava: Domingo (00 a 50)"
W128Vermut,1,459,"Consumo de vermuts, fino, jerez"
W128Vermut_1,2,460,"Consumo de vermuts, fino, jerez: Lunes (00 a 30)"
W128Vermut_2,2,462,"Consumo de vermuts, fino, jerez: Martes (00 a 30)"
W128Vermut_3,2,464,"Consumo de vermuts, fino, jerez: Miércoles (00 a 30)"
W128Vermut_4,2,466,"Consumo de vermuts, fino, jerez: Jueves (00 a 30)"
W128Vermut_5,2,468,"Consumo de vermuts, fino, jerez: Viernes (00 a 30)"
W128Vermut_6,2,470,"Consumo de vermuts, fino, jerez: Sábado (00 a 30)"
W128Vermut_7,2,472,"Consumo de vermuts, fino, jerez: Domingo 00 a 30"
W128Lic,1,474,"Consumo de licores, anís, pacharán"
W128Lic_1,2,475,"Consumo de licores, anís, pacharán: Lunes 00 a 30"
W128Lic_2,2,477,"Consumo de licores, anís, pacharán: Martes 00 a 30"
W128Lic_3,2,479,"Consumo de licores, anís, pacharán: Miércoles 00 a 30"
W128Lic_4,2,481,"Consumo de licores, anís, pacharán: Jueves 00 a 30"
W128Lic_5,2,483,"Consumo de licores, anís, pacharán: Viernes 00 a 30"
W128Lic_6,2,485,"Consumo de licores, anís, pacharán: Sábado 00 a 30"
W128Lic_7,2,487,"Consumo de licores, anís, pacharán: Domingo 00 a 30"
W128Comb,1,489,"Consumo de combinados, bebidas destiladas"
W128Comb_1,2,490,"Consumo de combinados, bebidas destiladas: Lunes 00 a 30"
W128Comb_2,2,492,"Consumo de combinados, bebidas destiladas: Martes 00 a 30"
W128Comb_3,2,494,"Consumo de combinados, bebidas destiladas: Miércoles 00 a 30"
W128Comb_4,2,496,"Consumo de combinados, bebidas destiladas: Jueves 00 a 30"
W128Comb_5,2,498,"Consumo de combinados, bebidas destiladas: Viernes 00 a 30"
W128Comb_6,2,500,"Consumo de combinados, bebidas destiladas: Sábado 00 a 30"
W128Comb_7,2,502,"Consumo de combinados, bebidas destiladas: Domingo 00 a 30"
W128Sidra,1,504,"Consumo de bebidas locales, sidra, carajillo"
W128Sidra_1,2,505,"Consumo de bebidas locales, sidra, carajillo: Lunes 00 a 30"
W128Sidra_2,2,507,"Consumo de bebidas locales, sidra, carajillo: Martes 00 a 30"
W128Sidra_3,2,509,"Consumo de bebidas locales, sidra, carajillo: Miércoles"
W128Sidra_4,2,511,"Consumo de bebidas locales, sidra, carajillo: Jueves 00 a 30"
W128Sidra_5,2,513,"Consumo de bebidas locales, sidra, carajillo: Viernes 00 a 30"
W128Sidra_6,2,515,"Consumo de bebidas locales, sidra, carajillo: Sábado 00 a 30"
W128Sidra_7,2,517,"Consumo de bebidas locales, sidra, carajillo: Domingo 00 a 30"
W129,2,519,"Frecuencia de consumo de 5-6 o más bebidas alcohólicas estándar en una misma ocasión durante los últimos 12 meses (doble enunciado)"
X130,1,521,"En caso de problema personal grave, ¿con cuántas personas podría contar?"
X131,1,522,"¿En qué medida se interesan otras personas por lo que a usted le pasa?"
X132,1,523,"¿En qué medida le resulta fácil obtener ayuda de los vecinos en caso de necesidad?"
Y133,1,524,"Cuidado de personas mayores o de alguien que tenga una dolencia crónica al menos una vez a la semana"
Y134,1,525,"Cuidado de personas: Parentesco con el cuidador"
Y135,1,526,"Cuidado de personas: Horas a la semana dedicadas en total"
FACTORADULTO,8,527,"Factor de elevación del adulto (5 enteros, 3 decimales)"
CLASE_PR,1,535,"Variable derivada: Clase social basada en la ocupación de la persona de referencia"
IMC,1,536,"Variable derivada: Índice de masa corporal (IMC)"
CMD1,5,537,"Variable derivada: Consumo medio diario de alcohol semanal (lunes a domingo) 000 a 300 (3 enteros, 2 decimales)"
CMD2,5,542,"Variable derivada: Consumo medio diario de alcohol entre semana (lunes a jueves) 000 a 300 (3 enteros, 2 decimales)"
CMD3,5,547,"Variable derivada: Consumo medio diario de alcohol en fin de semana (viernes a domingo) 000 a 300 (3 enteros, 2 decimales)"
SEVERIDAD_DEPRESIVA,1,552,"Variable derivada: Severidad de la sintomatología depresiva"
CUADROS_DEPRESIVOS,1,553,"Variable derivada: Prevalencia de cuadros depresivos activos"
